iterations, items_explored, HUIs_mined, Time_elapsed
100,168,80,3119600
200,274,109,3120905
300,364,133,3129930
400,468,154,3131164
500,547,169,3132397
600,625,181,3133646
700,692,193,3134984
800,749,205,3136224
900,801,213,3137483
1000,853,226,3138802
1100,906,234,3140089
1200,968,240,3141328
1300,1030,246,3142639
1400,1087,252,3143918
1500,1138,259,3145178
1600,1198,267,3146383
1700,1252,269,3147662
