iterations, items_explored, HUIs_mined, Time_elapsed
100,177,70,3190290
200,286,109,3191090
300,379,129,3197709
400,466,143,3198583
500,550,151,3199451
600,627,172,3200278
700,700,185,3201126
800,760,198,3201969
900,828,208,3202792
1000,891,214,3203641
1100,960,220,3204470
1200,1028,224,3205289
1300,1081,231,3206159
1400,1142,237,3207006
1500,1191,243,3207864
1600,1242,247,3208713
1700,1290,250,3209568
1800,1341,253,3210423
1900,1390,253,3211277
